Year,Average Age Range,Ave People in Household,Ave Rent per Month,County,County Region,Cities
2016,20-29 Years Old,5.0,619.0,Los Angeles,Central,"Huntington Park City, Florence-Graham & Walnut Park"
2016,30-39 Years Old,4.0,684.0,Los Angeles,Central,"Huntington Park City, Florence-Graham & Walnut Park"
2016,40-49 Years Old,4.0,755.0,Los Angeles,Central,"Huntington Park City, Florence-Graham & Walnut Park"
2016,50-59 Years Old,4.0,463.0,Los Angeles,Central,"Huntington Park City, Florence-Graham & Walnut Park"
2016,60-69 Years Old,4.0,475.0,Los Angeles,Central,"Huntington Park City, Florence-Graham & Walnut Park"
2016,70-79 Years Old,3.0,394.0,Los Angeles,Central,"Huntington Park City, Florence-Graham & Walnut Park"
2016,80-89 Years Old,3.0,181.0,Los Angeles,Central,"Huntington Park City, Florence-Graham & Walnut Park"
2016,90-99 Years Old,3.0,329.0,Los Angeles,Central,"Huntington Park City, Florence-Graham & Walnut Park"
2017,0-9 Years Old,6.0,774.0,Los Angeles,Central,"Huntington Park City, Florence-Graham & Walnut Park"
2017,10-19 Years Old,6.0,784.0,Los Angeles,Central,"Huntington Park City, Florence-Graham & Walnut Park"
2017,20-29 Years Old,5.0,619.0,Los Angeles,Central,"Huntington Park City, Florence-Graham & Walnut Park"
2017,30-39 Years Old,5.0,684.0,Los Angeles,Central,"Huntington Park City, Florence-Graham & Walnut Park"
2017,40-49 Years Old,5.0,755.0,Los Angeles,Central,"Huntington Park City, Florence-Graham & Walnut Park"
2017,50-59 Years Old,4.0,463.0,Los Angeles,Central,"Huntington Park City, Florence-Graham & Walnut Park"
2017,60-69 Years Old,4.0,475.0,Los Angeles,Central,"Huntington Park City, Florence-Graham & Walnut Park"
2017,70-79 Years Old,3.0,394.0,Los Angeles,Central,"Huntington Park City, Florence-Graham & Walnut Park"
2017,80-89 Years Old,4.0,181.0,Los Angeles,Central,"Huntington Park City, Florence-Graham & Walnut Park"
2017,90-99 Years Old,3.0,329.0,Los Angeles,Central,"Huntington Park City, Florence-Graham & Walnut Park"
2018,0-9 Years Old,6.0,917.0,Los Angeles,Central,"Huntington Park City, Florence-Graham & Walnut Park"
2018,10-19 Years Old,6.0,856.0,Los Angeles,Central,"Huntington Park City, Florence-Graham & Walnut Park"
2018,20-29 Years Old,5.0,766.0,Los Angeles,Central,"Huntington Park City, Florence-Graham & Walnut Park"
2018,30-39 Years Old,5.0,798.0,Los Angeles,Central,"Huntington Park City, Florence-Graham & Walnut Park"
2018,40-49 Years Old,5.0,751.0,Los Angeles,Central,"Huntington Park City, Florence-Graham & Walnut Park"
2018,50-59 Years Old,4.0,646.0,Los Angeles,Central,"Huntington Park City, Florence-Graham & Walnut Park"
2018,60-69 Years Old,4.0,530.0,Los Angeles,Central,"Huntington Park City, Florence-Graham & Walnut Park"
2018,70-79 Years Old,3.0,316.0,Los Angeles,Central,"Huntington Park City, Florence-Graham & Walnut Park"
2018,80-89 Years Old,4.0,258.0,Los Angeles,Central,"Huntington Park City, Florence-Graham & Walnut Park"
2018,90-99 Years Old,3.0,616.0,Los Angeles,Central,"Huntington Park City, Florence-Graham & Walnut Park"
2019,0-9 Years Old,6.0,855.0,Los Angeles,Central,"Huntington Park City, Florence-Graham & Walnut Park"
2019,10-19 Years Old,6.0,894.0,Los Angeles,Central,"Huntington Park City, Florence-Graham & Walnut Park"
2019,20-29 Years Old,5.0,781.0,Los Angeles,Central,"Huntington Park City, Florence-Graham & Walnut Park"
2019,30-39 Years Old,5.0,731.0,Los Angeles,Central,"Huntington Park City, Florence-Graham & Walnut Park"
2019,40-49 Years Old,5.0,880.0,Los Angeles,Central,"Huntington Park City, Florence-Graham & Walnut Park"
2019,50-59 Years Old,4.0,595.0,Los Angeles,Central,"Huntington Park City, Florence-Graham & Walnut Park"
2019,60-69 Years Old,4.0,487.0,Los Angeles,Central,"Huntington Park City, Florence-Graham & Walnut Park"
2019,70-79 Years Old,4.0,566.0,Los Angeles,Central,"Huntington Park City, Florence-Graham & Walnut Park"
2019,80-89 Years Old,3.0,466.0,Los Angeles,Central,"Huntington Park City, Florence-Graham & Walnut Park"
2019,90-99 Years Old,3.0,774.0,Los Angeles,Central,"Huntington Park City, Florence-Graham & Walnut Park"
2015,0-9 Years Old,5.0,831.0,Los Angeles,Central,Inglewood City
2015,10-19 Years Old,5.0,969.0,Los Angeles,Central,Inglewood City
2015,20-29 Years Old,4.0,905.0,Los Angeles,Central,Inglewood City
2015,30-39 Years Old,4.0,786.0,Los Angeles,Central,Inglewood City
2015,40-49 Years Old,4.0,938.0,Los Angeles,Central,Inglewood City
2015,50-59 Years Old,4.0,690.0,Los Angeles,Central,Inglewood City
2015,60-69 Years Old,4.0,592.0,Los Angeles,Central,Inglewood City
2015,70-79 Years Old,3.0,440.0,Los Angeles,Central,Inglewood City
2015,80-89 Years Old,3.0,528.0,Los Angeles,Central,Inglewood City
2015,90-99 Years Old,2.0,0.0,Los Angeles,Central,Inglewood City
2016,0-9 Years Old,4.0,831.0,Los Angeles,Central,Inglewood City
2016,10-19 Years Old,4.0,969.0,Los Angeles,Central,Inglewood City
2016,20-29 Years Old,4.0,905.0,Los Angeles,Central,Inglewood City
2016,30-39 Years Old,3.0,786.0,Los Angeles,Central,Inglewood City
2016,40-49 Years Old,4.0,938.0,Los Angeles,Central,Inglewood City
2016,50-59 Years Old,3.0,690.0,Los Angeles,Central,Inglewood City
2016,60-69 Years Old,2.0,592.0,Los Angeles,Central,Inglewood City
2016,70-79 Years Old,2.0,440.0,Los Angeles,Central,Inglewood City
2016,80-89 Years Old,2.0,528.0,Los Angeles,Central,Inglewood City
2016,90-99 Years Old,1.0,0.0,Los Angeles,Central,Inglewood City
2017,0-9 Years Old,4.0,831.0,Los Angeles,Central,Inglewood City
2017,10-19 Years Old,4.0,969.0,Los Angeles,Central,Inglewood City
2017,20-29 Years Old,4.0,905.0,Los Angeles,Central,Inglewood City
2017,30-39 Years Old,4.0,786.0,Los Angeles,Central,Inglewood City
2017,40-49 Years Old,4.0,938.0,Los Angeles,Central,Inglewood City
2017,50-59 Years Old,3.0,690.0,Los Angeles,Central,Inglewood City
2017,60-69 Years Old,3.0,592.0,Los Angeles,Central,Inglewood City
2017,70-79 Years Old,2.0,440.0,Los Angeles,Central,Inglewood City
2017,80-89 Years Old,3.0,528.0,Los Angeles,Central,Inglewood City
2017,90-99 Years Old,1.0,0.0,Los Angeles,Central,Inglewood City
2018,0-9 Years Old,4.0,1199.0,Los Angeles,Central,Inglewood City
2018,10-19 Years Old,4.0,843.0,Los Angeles,Central,Inglewood City
2018,20-29 Years Old,4.0,1014.0,Los Angeles,Central,Inglewood City
2018,30-39 Years Old,4.0,1057.0,Los Angeles,Central,Inglewood City
2018,40-49 Years Old,4.0,891.0,Los Angeles,Central,Inglewood City
2018,50-59 Years Old,3.0,755.0,Los Angeles,Central,Inglewood City
2018,60-69 Years Old,3.0,463.0,Los Angeles,Central,Inglewood City
2018,70-79 Years Old,2.0,730.0,Los Angeles,Central,Inglewood City
2018,80-89 Years Old,3.0,232.0,Los Angeles,Central,Inglewood City
2018,90-99 Years Old,1.0,1051.0,Los Angeles,Central,Inglewood City
2019,0-9 Years Old,5.0,1042.0,Los Angeles,Central,Inglewood City
2019,10-19 Years Old,5.0,1007.0,Los Angeles,Central,Inglewood City
2019,20-29 Years Old,4.0,1108.0,Los Angeles,Central,Inglewood City
2019,30-39 Years Old,4.0,1015.0,Los Angeles,Central,Inglewood City
2019,40-49 Years Old,4.0,942.0,Los Angeles,Central,Inglewood City
2019,50-59 Years Old,3.0,855.0,Los Angeles,Central,Inglewood City
2019,60-69 Years Old,3.0,564.0,Los Angeles,Central,Inglewood City
2019,70-79 Years Old,3.0,766.0,Los Angeles,Central,Inglewood City
2019,80-89 Years Old,2.0,541.0,Los Angeles,Central,Inglewood City
2019,90-99 Years Old,1.0,112.0,Los Angeles,Central,Inglewood City
2015,0-9 Years Old,4.0,1165.0,Los Angeles,Central,LA City (Central/Koreatown)
2015,10-19 Years Old,4.0,1186.0,Los Angeles,Central,LA City (Central/Koreatown)
2015,20-29 Years Old,3.0,1472.0,Los Angeles,Central,LA City (Central/Koreatown)
2015,30-39 Years Old,3.0,1226.0,Los Angeles,Central,LA City (Central/Koreatown)
2015,40-49 Years Old,3.0,1159.0,Los Angeles,Central,LA City (Central/Koreatown)
2015,50-59 Years Old,3.0,1179.0,Los Angeles,Central,LA City (Central/Koreatown)
2015,60-69 Years Old,2.0,1161.0,Los Angeles,Central,LA City (Central/Koreatown)
2015,70-79 Years Old,2.0,889.0,Los Angeles,Central,LA City (Central/Koreatown)
2015,80-89 Years Old,1.0,720.0,Los Angeles,Central,LA City (Central/Koreatown)
2015,90-99 Years Old,2.0,1729.0,Los Angeles,Central,LA City (Central/Koreatown)
2016,0-9 Years Old,4.0,1165.0,Los Angeles,Central,LA City (Central/Koreatown)
2016,10-19 Years Old,4.0,1186.0,Los Angeles,Central,LA City (Central/Koreatown)
2016,20-29 Years Old,3.0,1472.0,Los Angeles,Central,LA City (Central/Koreatown)
2016,30-39 Years Old,3.0,1226.0,Los Angeles,Central,LA City (Central/Koreatown)
2016,40-49 Years Old,3.0,1159.0,Los Angeles,Central,LA City (Central/Koreatown)
2016,50-59 Years Old,3.0,1179.0,Los Angeles,Central,LA City (Central/Koreatown)
2016,60-69 Years Old,2.0,1161.0,Los Angeles,Central,LA City (Central/Koreatown)
2016,70-79 Years Old,2.0,889.0,Los Angeles,Central,LA City (Central/Koreatown)
2016,80-89 Years Old,2.0,720.0,Los Angeles,Central,LA City (Central/Koreatown)
2016,90-99 Years Old,1.0,1729.0,Los Angeles,Central,LA City (Central/Koreatown)
2017,0-9 Years Old,5.0,1165.0,Los Angeles,Central,LA City (Central/Koreatown)
2017,10-19 Years Old,4.0,1186.0,Los Angeles,Central,LA City (Central/Koreatown)
2017,20-29 Years Old,3.0,1472.0,Los Angeles,Central,LA City (Central/Koreatown)
2017,30-39 Years Old,3.0,1226.0,Los Angeles,Central,LA City (Central/Koreatown)
2017,40-49 Years Old,4.0,1159.0,Los Angeles,Central,LA City (Central/Koreatown)
2017,50-59 Years Old,3.0,1179.0,Los Angeles,Central,LA City (Central/Koreatown)
2017,60-69 Years Old,3.0,1161.0,Los Angeles,Central,LA City (Central/Koreatown)
2017,70-79 Years Old,3.0,889.0,Los Angeles,Central,LA City (Central/Koreatown)
2017,80-89 Years Old,2.0,720.0,Los Angeles,Central,LA City (Central/Koreatown)
2017,90-99 Years Old,6.0,1729.0,Los Angeles,Central,LA City (Central/Koreatown)
2018,0-9 Years Old,5.0,1212.0,Los Angeles,Central,LA City (Central/Koreatown)
2018,10-19 Years Old,4.0,1081.0,Los Angeles,Central,LA City (Central/Koreatown)
2018,20-29 Years Old,3.0,1408.0,Los Angeles,Central,LA City (Central/Koreatown)
2018,30-39 Years Old,3.0,1302.0,Los Angeles,Central,LA City (Central/Koreatown)
2018,40-49 Years Old,4.0,1142.0,Los Angeles,Central,LA City (Central/Koreatown)
2018,50-59 Years Old,3.0,1153.0,Los Angeles,Central,LA City (Central/Koreatown)
2018,60-69 Years Old,3.0,937.0,Los Angeles,Central,LA City (Central/Koreatown)
2018,70-79 Years Old,3.0,972.0,Los Angeles,Central,LA City (Central/Koreatown)
2018,80-89 Years Old,2.0,750.0,Los Angeles,Central,LA City (Central/Koreatown)
2018,90-99 Years Old,6.0,835.0,Los Angeles,Central,LA City (Central/Koreatown)
2019,0-9 Years Old,5.0,1250.0,Los Angeles,Central,LA City (Central/Koreatown)
2019,10-19 Years Old,4.0,1324.0,Los Angeles,Central,LA City (Central/Koreatown)
2019,20-29 Years Old,3.0,1506.0,Los Angeles,Central,LA City (Central/Koreatown)
2019,30-39 Years Old,3.0,1438.0,Los Angeles,Central,LA City (Central/Koreatown)
2019,40-49 Years Old,4.0,1310.0,Los Angeles,Central,LA City (Central/Koreatown)
2019,50-59 Years Old,3.0,1199.0,Los Angeles,Central,LA City (Central/Koreatown)
2019,60-69 Years Old,3.0,1088.0,Los Angeles,Central,LA City (Central/Koreatown)
2019,70-79 Years Old,2.0,896.0,Los Angeles,Central,LA City (Central/Koreatown)
2019,80-89 Years Old,2.0,807.0,Los Angeles,Central,LA City (Central/Koreatown)
2019,90-99 Years Old,2.0,270.0,Los Angeles,Central,LA City (Central/Koreatown)
2015,0-9 Years Old,4.0,842.0,Los Angeles,Central,LA City (Central/Pacific Palisades)
2015,10-19 Years Old,4.0,597.0,Los Angeles,Central,LA City (Central/Pacific Palisades)
2015,20-29 Years Old,3.0,1501.0,Los Angeles,Central,LA City (Central/Pacific Palisades)
2015,30-39 Years Old,3.0,1107.0,Los Angeles,Central,LA City (Central/Pacific Palisades)
2015,40-49 Years Old,3.0,838.0,Los Angeles,Central,LA City (Central/Pacific Palisades)
2015,50-59 Years Old,3.0,517.0,Los Angeles,Central,LA City (Central/Pacific Palisades)
2015,60-69 Years Old,2.0,346.0,Los Angeles,Central,LA City (Central/Pacific Palisades)
2015,70-79 Years Old,2.0,343.0,Los Angeles,Central,LA City (Central/Pacific Palisades)
2015,80-89 Years Old,2.0,381.0,Los Angeles,Central,LA City (Central/Pacific Palisades)
2015,90-99 Years Old,2.0,376.0,Los Angeles,Central,LA City (Central/Pacific Palisades)
2016,0-9 Years Old,4.0,842.0,Los Angeles,Central,LA City (Central/Pacific Palisades)
2016,10-19 Years Old,4.0,597.0,Los Angeles,Central,LA City (Central/Pacific Palisades)
2016,20-29 Years Old,3.0,1501.0,Los Angeles,Central,LA City (Central/Pacific Palisades)
2016,30-39 Years Old,2.0,1107.0,Los Angeles,Central,LA City (Central/Pacific Palisades)
2016,40-49 Years Old,3.0,838.0,Los Angeles,Central,LA City (Central/Pacific Palisades)
2016,50-59 Years Old,3.0,517.0,Los Angeles,Central,LA City (Central/Pacific Palisades)
2016,60-69 Years Old,2.0,346.0,Los Angeles,Central,LA City (Central/Pacific Palisades)
2016,70-79 Years Old,2.0,343.0,Los Angeles,Central,LA City (Central/Pacific Palisades)
2016,80-89 Years Old,2.0,381.0,Los Angeles,Central,LA City (Central/Pacific Palisades)
2016,90-99 Years Old,2.0,376.0,Los Angeles,Central,LA City (Central/Pacific Palisades)
2017,0-9 Years Old,4.0,842.0,Los Angeles,Central,LA City (Central/Pacific Palisades)
2017,10-19 Years Old,4.0,597.0,Los Angeles,Central,LA City (Central/Pacific Palisades)
2017,20-29 Years Old,2.0,1501.0,Los Angeles,Central,LA City (Central/Pacific Palisades)
2017,30-39 Years Old,3.0,1107.0,Los Angeles,Central,LA City (Central/Pacific Palisades)
2017,40-49 Years Old,3.0,838.0,Los Angeles,Central,LA City (Central/Pacific Palisades)
2017,50-59 Years Old,3.0,517.0,Los Angeles,Central,LA City (Central/Pacific Palisades)
2017,60-69 Years Old,2.0,346.0,Los Angeles,Central,LA City (Central/Pacific Palisades)
2017,70-79 Years Old,2.0,343.0,Los Angeles,Central,LA City (Central/Pacific Palisades)
2017,80-89 Years Old,2.0,381.0,Los Angeles,Central,LA City (Central/Pacific Palisades)
2017,90-99 Years Old,1.0,376.0,Los Angeles,Central,LA City (Central/Pacific Palisades)
2018,0-9 Years Old,4.0,893.0,Los Angeles,Central,LA City (Central/Pacific Palisades)
2018,10-19 Years Old,4.0,456.0,Los Angeles,Central,LA City (Central/Pacific Palisades)
2018,20-29 Years Old,2.0,1540.0,Los Angeles,Central,LA City (Central/Pacific Palisades)
2018,30-39 Years Old,3.0,1410.0,Los Angeles,Central,LA City (Central/Pacific Palisades)
2018,40-49 Years Old,3.0,907.0,Los Angeles,Central,LA City (Central/Pacific Palisades)
2018,50-59 Years Old,3.0,695.0,Los Angeles,Central,LA City (Central/Pacific Palisades)
2018,60-69 Years Old,2.0,531.0,Los Angeles,Central,LA City (Central/Pacific Palisades)
2018,70-79 Years Old,2.0,327.0,Los Angeles,Central,LA City (Central/Pacific Palisades)
2018,80-89 Years Old,2.0,237.0,Los Angeles,Central,LA City (Central/Pacific Palisades)
2018,90-99 Years Old,1.0,1194.0,Los Angeles,Central,LA City (Central/Pacific Palisades)
2019,0-9 Years Old,4.0,756.0,Los Angeles,Central,LA City (Central/Pacific Palisades)
2019,10-19 Years Old,4.0,426.0,Los Angeles,Central,LA City (Central/Pacific Palisades)
2019,20-29 Years Old,3.0,1479.0,Los Angeles,Central,LA City (Central/Pacific Palisades)
2019,30-39 Years Old,3.0,1362.0,Los Angeles,Central,LA City (Central/Pacific Palisades)
2019,40-49 Years Old,3.0,808.0,Los Angeles,Central,LA City (Central/Pacific Palisades)
2019,50-59 Years Old,3.0,626.0,Los Angeles,Central,LA City (Central/Pacific Palisades)
2019,60-69 Years Old,2.0,413.0,Los Angeles,Central,LA City (Central/Pacific Palisades)
2019,70-79 Years Old,2.0,324.0,Los Angeles,Central,LA City (Central/Pacific Palisades)
2019,80-89 Years Old,2.0,262.0,Los Angeles,Central,LA City (Central/Pacific Palisades)
2019,90-99 Years Old,2.0,1363.0,Los Angeles,Central,LA City (Central/Pacific Palisades)
2015,0-9 Years Old,5.0,813.0,Los Angeles,Central,LA City (Central/West Adams & Baldwin Hills)
2015,10-19 Years Old,4.0,840.0,Los Angeles,Central,LA City (Central/West Adams & Baldwin Hills)
2015,20-29 Years Old,3.0,946.0,Los Angeles,Central,LA City (Central/West Adams & Baldwin Hills)
2015,30-39 Years Old,3.0,898.0,Los Angeles,Central,LA City (Central/West Adams & Baldwin Hills)
2015,40-49 Years Old,3.0,744.0,Los Angeles,Central,LA City (Central/West Adams & Baldwin Hills)
2015,50-59 Years Old,2.0,580.0,Los Angeles,Central,LA City (Central/West Adams & Baldwin Hills)
2015,60-69 Years Old,2.0,436.0,Los Angeles,Central,LA City (Central/West Adams & Baldwin Hills)
2015,70-79 Years Old,2.0,390.0,Los Angeles,Central,LA City (Central/West Adams & Baldwin Hills)
2015,80-89 Years Old,2.0,421.0,Los Angeles,Central,LA City (Central/West Adams & Baldwin Hills)
2015,90-99 Years Old,2.0,191.0,Los Angeles,Central,LA City (Central/West Adams & Baldwin Hills)
2016,0-9 Years Old,5.0,813.0,Los Angeles,Central,LA City (Central/West Adams & Baldwin Hills)
2016,10-19 Years Old,5.0,840.0,Los Angeles,Central,LA City (Central/West Adams & Baldwin Hills)
2016,20-29 Years Old,4.0,946.0,Los Angeles,Central,LA City (Central/West Adams & Baldwin Hills)
2016,30-39 Years Old,4.0,898.0,Los Angeles,Central,LA City (Central/West Adams & Baldwin Hills)
2016,40-49 Years Old,3.0,744.0,Los Angeles,Central,LA City (Central/West Adams & Baldwin Hills)
2016,50-59 Years Old,3.0,580.0,Los Angeles,Central,LA City (Central/West Adams & Baldwin Hills)
2016,60-69 Years Old,2.0,436.0,Los Angeles,Central,LA City (Central/West Adams & Baldwin Hills)
2016,70-79 Years Old,3.0,390.0,Los Angeles,Central,LA City (Central/West Adams & Baldwin Hills)
2016,80-89 Years Old,2.0,421.0,Los Angeles,Central,LA City (Central/West Adams & Baldwin Hills)
2016,90-99 Years Old,2.0,191.0,Los Angeles,Central,LA City (Central/West Adams & Baldwin Hills)
2017,0-9 Years Old,4.0,813.0,Los Angeles,Central,LA City (Central/West Adams & Baldwin Hills)
2017,10-19 Years Old,4.0,840.0,Los Angeles,Central,LA City (Central/West Adams & Baldwin Hills)
2017,20-29 Years Old,3.0,946.0,Los Angeles,Central,LA City (Central/West Adams & Baldwin Hills)
2017,30-39 Years Old,3.0,898.0,Los Angeles,Central,LA City (Central/West Adams & Baldwin Hills)
2017,40-49 Years Old,3.0,744.0,Los Angeles,Central,LA City (Central/West Adams & Baldwin Hills)
2017,50-59 Years Old,3.0,580.0,Los Angeles,Central,LA City (Central/West Adams & Baldwin Hills)
2017,60-69 Years Old,2.0,436.0,Los Angeles,Central,LA City (Central/West Adams & Baldwin Hills)
2017,70-79 Years Old,2.0,390.0,Los Angeles,Central,LA City (Central/West Adams & Baldwin Hills)
2017,80-89 Years Old,2.0,421.0,Los Angeles,Central,LA City (Central/West Adams & Baldwin Hills)
2017,90-99 Years Old,1.0,191.0,Los Angeles,Central,LA City (Central/West Adams & Baldwin Hills)
2018,0-9 Years Old,4.0,791.0,Los Angeles,Central,LA City (Central/West Adams & Baldwin Hills)
2018,10-19 Years Old,4.0,757.0,Los Angeles,Central,LA City (Central/West Adams & Baldwin Hills)
2018,20-29 Years Old,3.0,900.0,Los Angeles,Central,LA City (Central/West Adams & Baldwin Hills)
2018,30-39 Years Old,3.0,864.0,Los Angeles,Central,LA City (Central/West Adams & Baldwin Hills)
2018,40-49 Years Old,3.0,691.0,Los Angeles,Central,LA City (Central/West Adams & Baldwin Hills)
2018,50-59 Years Old,3.0,606.0,Los Angeles,Central,LA City (Central/West Adams & Baldwin Hills)
2018,60-69 Years Old,2.0,499.0,Los Angeles,Central,LA City (Central/West Adams & Baldwin Hills)
2018,70-79 Years Old,2.0,448.0,Los Angeles,Central,LA City (Central/West Adams & Baldwin Hills)
2018,80-89 Years Old,2.0,325.0,Los Angeles,Central,LA City (Central/West Adams & Baldwin Hills)
2018,90-99 Years Old,1.0,366.0,Los Angeles,Central,LA City (Central/West Adams & Baldwin Hills)
2019,0-9 Years Old,5.0,967.0,Los Angeles,Central,LA City (Central/West Adams & Baldwin Hills)
2019,10-19 Years Old,5.0,714.0,Los Angeles,Central,LA City (Central/West Adams & Baldwin Hills)
2019,20-29 Years Old,4.0,928.0,Los Angeles,Central,LA City (Central/West Adams & Baldwin Hills)
2019,30-39 Years Old,3.0,986.0,Los Angeles,Central,LA City (Central/West Adams & Baldwin Hills)
2019,40-49 Years Old,3.0,742.0,Los Angeles,Central,LA City (Central/West Adams & Baldwin Hills)
2019,50-59 Years Old,3.0,557.0,Los Angeles,Central,LA City (Central/West Adams & Baldwin Hills)
2019,60-69 Years Old,2.0,550.0,Los Angeles,Central,LA City (Central/West Adams & Baldwin Hills)
